"id","req_specification","class"
"2698"," I mean, we don't even know how to answer half of the questions that are on there, because we're not experts in that field. I don't know. I could probably estimate how much it would cost for us to do some of those things. But I have no idea what kind of impact it potentially could have on our revenue screen. I don't care.","NULL"
"2699"," It seems like the template is made up for somebody else, and we're just trying to absorb into our process. I feel like it's already build and I just  .","NULL"
"2700"," When we see our software is spread across 400 products and we say, ""We like this piece over here, and we like that piece over here,"" it makes sense for us to put all those pieces together. Somebody ought to be able to look at that, and say, ""Yeah, that sounds like a good idea,"" or, ""No. Shut up, and go do it.""","NULL"
"2701"," Yeah. Immediate feedback, that's good.","NULL"
"2702"," Our agenda is just wrap up what we're doing.","NULL"
"2703"," That seems...","NULL"
"2704"," To me, and we talked about this a little bit before. Getting this thing Notify, the HTML5, and getting the JRM functionality in, is imperative. I think we'll be able to sell a lot more and get a lot more recurring revenue if we do that.","NULL"
"2705"," I know we're  with it developing prototypes now, but we just don't have the resources on the backend. That's imperative. Getting all of that wrapped up, the Conduit stuff, doing that as efficiently as possible, so we that can turn our focus on...The next thing in the roadmap is going to be rewriting Collect to be our mobile.","NULL"
"2706"," That will help the company tremendously, because then you don't have to worry about pictures. Pictures is by far the longest thing it takes them to do. If you can take it with the device, and get a good one, you're going to speed up our running rates tremendously.","NULL"
"2707"," That's what's next thing on deck. It's just a matter of trying to wrap things up. Getting better about scope creep, so we can get onto these. Get these things up,  , is the best thing our team can do.","NULL"
"2708"," Another point I want to add is context that I think goes with that. In implementing, I think, we have multiple work simultaneously scheduled, and they're all depending on one person, that one person is going to hold everybody.","NULL"
"2709"," Because Mahesh cannot do anything, if I'm not getting anything. They cannot do anything unless I help them out. They cannot do anything on FastPath. If we can schedule the time overlapping, next to them, then we can dedicate the time instead of one person holding all of it. I think we need it.","NULL"
"2710"," That's for sure. That's exactly what we want to do. We want to have these teams, like we've got laid out, and have them be able to work on things. I think we all know, LCAM really has killed us. It's taken everybody but you, Baski.","NULL"
"2711"," Oh, and me. I'm not doing anything on it.","NULL"
"2712"," Well, I mean, development-wise. Baski has been stuck with the lion's share of everything else. We've been able to not move all these other things forward. That one, we will definitely try to guard against doing something like that. Yeah. We'll add that to the list, context switch. All right. What do you all want to talk about?","NULL"
"2713"," I still think we really need to talk about new hire integration. This is probably a good venue for that, because I know that you're talking...You're doing a lot of work right now with this MapPoint stuff. I wanted to hear what you thought about, given a bunch of stuff on your plate, and how that makes you feel. Do you feel overwhelmed?","NULL"
"2714"," He's great. I love it.","NULL"
"2715"," They said be honest with it. Let's go for the truth.","NULL"
"2716"," Honesty is good. If that's exactly how you feel, then that's a great thing.","NULL"
"2717"," It's cool. The stress of responsibility has never been an issue. I like just jumping in. But without a lot of support and a lot of real clear direction, it has been a little stressful, a little overwhelming.","NULL"
"2718"," I know Adam's got his plate full, Baski's got his plate full, so I feel so bad, ""I think I broke it,"" or I feel like I'm going every which way, if that makes sense, because I work with Michael, too.","NULL"
"2719"," Has anybody sat down and showed you Collect?","NULL"
"2720"," Yeah.","NULL"
"2721"," How it works, at least?","NULL"
"2722"," Yes.","NULL"
"2723"," Someone's done that.","NULL"
"2724"," Yeah.","NULL"
"2725"," My concern is, you're fresh out of college. Not saying that you don't have experience at all, but when you step into a professional position, I can remember doing it and I had a lot of hand-holding involved. I was given responsibility, but they were small chunks.","NULL"
"2726"," Like, ""We need you to do this little story right here. It might not be a very complicated function, but get your head wrapped around this, and do this part."" It almost seems like you've been given this huge problem with no design, with no direction, with none of that at all and expected to automatically become a developer that's been experienced with that. That's the thing that concerns me.","NULL"
"2727"," It is so important, and it has to be done in whatever days it was given.","NULL"
"2728"," That's what I was going to say. There's a deadline on it.","NULL"
"2729"," Yeah, there's a deadline.","NULL"
"2730"," I know that Jasmine, I think you had a similar experience but in a different light. That's the thing that concerns me, is that we're getting new devs in here, which is a great thing, but we're not building them up. I know with Jasmine, at least she was put on JET, which doesn't do anything for the development team at all, and doesn't do anything for her career, either.","NULL"
"2731"," It's a technology that's useful to John and his team, but it's not useful to us as a development team, because it buys us nothing knowing that, for the things that we have to actually do. That's what I'm concerned about.","NULL"
"2732"," We're pulling devs in, and we're just putting them off on the side, saying, ""Hey, we don't really have time for you right now, but we're paying you, so we expect you to do something. Here's a project for you to do. It's due in two weeks. Go get it done.""","NULL"
"2733"," Or, ""Hey, we're doing a total rewrite of our application. We need you to automatically know HTML5 and JavaScript, and CSS, and all that stuff. Go write that stuff.""","NULL"
"2734"," When in actuality, I feel like anyways should be integrated into our process to where, ""Yeah, I'm working on the story. You haven't done this type of work before. I really want you to sit down with me and do it with me, and then you can ask me questions while I'm doing it, and maybe tomorrow you can drive.","NULL"
"2735"," ""Then, you can try it out, and then I can help you with it, and then maybe next week I'll give you just a small thing that you can do by yourself."" Then, so on and so forth. That's a huge concern of mine.","NULL"
"2736"," We've got the concern. Because we haven't really done ideas in here, we want to try to solve the root problem. The first thing we do, the, ""Why? Why? Why?"" is to get to the root problem. I think we have the root problem on here is that we need a new hire integration process.","NULL"
